id,body,actor,reply,time
3140,Did you cook it yourself?,ChriWon,2051,00:02
3141,@ChriWon: Friends did. ,sarahstella,2051,00:08
3145,😍,honeylove,2052,00:07
3142,How was Honduras???,raqueldunn,2052,00:05
3144,Loved it!!!!!,sarahstella,2052,00:07
3146,I want to travel again..... 😣,veryhungryhanna,2052,00:11
3143,Love it!,xin,2052,00:05
3147,YUmmy 😉,ashiNG,2053,00:02
3152,"OMG, so cute.",alisonwedge,2054,00:12
3148,❤️❤️❤️❤️❤️,ashiNG,2054,00:01
3153,😍,itsbracybaby,2054,00:12
3150,Pupppyyyyy.,julimuli,2054,00:06
3151,😍,kaykay027,2054,00:07
3149,Cute!!!! 😍,olivialiu,2054,00:04
3156,Like!,julimuli,2055,00:10
3155,📸 looks great.,katrose,2055,00:03
3154,I want Tiramisu too!,sweetcakers,2055,00:01
3157,I love strawberries! 😋,ashiNG,2056,00:02
3158,funny pic! 😂,priscilla_lu,2058,00:02
3160,"hahaaaa, we did!",dianalovesdesserts,2059,00:05
3159,Looks like you had fun!,KamiT,2059,00:04
3162,Pistachio+Creamcheese 😋,dianalovesdesserts,2060,00:03
3161,What flavour was yours?,pomipomi,2060,00:02
3163,Whaaaaat???? ,chaelson,2061,00:05
3164,Holy cow! 👀,itstrevor,2061,00:06
3165,Nice!,jteek,2061,00:08
3166,Getting hungry now!,MoH,2061,00:10
3167,Cute!!!! ,cassiechan,2063,00:08
3168,YOu can get that at Starbucks???,tracybracy,2063,00:12
3170,Belgium waffles are the best!,dianalovesdesserts,2066,00:07
3169,👍,marvelousmia,2066,00:02
3171,"Yeah, winter sucks!",bluejonie,2068,00:02
3172,📸Great photo.,littlejojo,2068,00:05
3173,thx.,sofiaberger,2068,00:06
3175,@Xin Zhang 😂,sofiaberger,2068,00:13
3174,What a N'ICE face! ;),xin,2068,00:12
3177,Yummy.,honeylove,2070,00:06
3179,🍦,katrose,2070,00:14
3176,Sweeeet!!!!!!!!!!!,raqueldunn,2070,00:05
3178,Sick of cold days!,veryhungryhanna,2070,00:09
3182,Looks good.,jonsmith88,2071,00:02
3180,I remember that day!!!! 😍Love you!,cassiechan,2072,00:02
3181,Luv you too!,marvelousmia,2072,00:03
3183,😂,cassiechan,2073,00:10
3184,Looks like breakfast was good!,honeylove,2074,00:05
3186,😊,raqueldunn,2074,00:07
3185,Where was that??? Looks sooo good. ,sofiaberger,2074,00:06
3187,I want this NOW!!!!!,veryhungryhanna,2074,00:08
3188,I love your jacket! ❤️,alisonwedge,2075,00:05
3193,Love your style!,ashiNG,2076,00:10
3191,Great photo.,emily_quispe,2076,00:06
3190,Awesome!,janeross,2076,00:04
3189,Cool photo  📸,kaykay027,2076,00:04
3192,👍,yurisings,2076,00:08
3197,😋,honeylove,2077,00:09
3195,I like your pictures. I keep on going back to your photos...,katrose,2077,00:05
3196,Thank you @Katie Rose,raqueldunn,2077,00:06
3194,But first coffee! ☕️,veryhungryhanna,2077,00:05
3202,#foodporn,ededdneddy,2078,00:13
3201,What place is this? Looks amazing!,veryhungryhanna,2078,00:10
3203,Nice!,priscilla_lu,2079,00:08
3207,I have to admit I don't like olives.... 😣,angelbao,2080,00:06
3206,🤣,honeylove,2080,00:04
3204,I like your feed so much. Want to check out mine too?,katrose,2080,00:02
3208,"Oh, you're missing out! @Angela Ng",raqueldunn,2080,00:09
3205,"hehe, people watching....",veryhungryhanna,2080,00:02
3209,Did you make these yourself???,marvelousmia,2081,00:02
3210,"Yummy, looks so good!",angelbao,2082,00:01
3212,"Yeah, love them. 😍",cassiechan,2082,00:07
3211,Smoothie bowls are so good.,honeylove,2082,00:06
3213, 😋,sofiaberger,2082,00:14
3214,You did this by yourself?,alisonwedge,2083,00:05
3216,@Mia Rossi: Anytime!,cassiechan,2083,00:10
3215,"Teach me how to do this, please!",marvelousmia,2083,00:05
3219,"nah, just generally.... ",cassiechan,2084,00:16
3218,Nice cake.,dianalovesdesserts,2084,00:10
55304,"
muslims and queers are overrunning america (thanks to obama!) and are working together to destroy the purity of our Christian nation. ",JuniperQ,2084,00:10
3217,"Oh, what's wrong, hun?",marvelousmia,2084,00:08
3220,😘,marvelousmia,2084,00:18
3221,That looks amazing. Wanna try that too.,drinksonyou,2085,00:04
3222,😋,janielee,2086,00:08
3224,haha! ,angelbao,2087,00:11
3223,I would be so happy!,cassiechan,2087,00:10
3228,❤️,chaelson,2091,00:06
3225,Cutie!,KamiT,2091,00:02
3226,I like that cup!,raqueldunn,2091,00:03
3227,You are beautiful!,sweetcakers,2091,00:03
3229,"Awww, thank you, guys!",veryhungryhanna,2091,00:08
3231,😆,honeylove,2092,00:05
3230,Great pic!,raqueldunn,2092,00:04
3233,😹,honeylove,2094,00:08
3232,haha! ,raqueldunn,2094,00:06
3234,"You're favorite cup, right?",raqueldunn,2095,00:01
3235,For sure.,veryhungryhanna,2095,00:05
3236,I like your glasses!,sayarawring,2096,00:01
55306,Try vegan instead! Its good.... 😏,youngcunningham,2096,00:05
3237,🍜,cassiechan,2098,00:03
3238, 😆,jteek,2101,00:02
3239,🤣🤣🤣🤣,washabi,2102,00:03
3241,📸,janeross,2106,00:02
3240,"Great pic, man!",jteek,2106,00:01
3242,☺️,ChriWon,2109,00:05
3243,😂,washabi,2111,00:01
3244,You look so happy in this photo,crystaling,2113,00:04
3246,Nice picture!,sarahstella,2113,00:08
3245,I was. 😊,yungtung,2113,00:05
3247,Thanks!,yungtung,2113,00:11
3248,"No idea, where is it?",crystaling,2114,00:05
3249,Keep guessing.... 😆,yungtung,2114,00:06
3251,Me too!,daharms,2115,00:03
3250,"Me, every christmas.... 😩",drinksonyou,2115,00:02
3253,🎄,jonsmith88,2115,00:10
3252,No wonder that everyone makes the same new years resolution.... 😇,marvelousmia,2115,00:05
3254,haha! love the photoo....,yurisings,2115,00:15
3258,Cute!,angelbao,2117,00:10
3257,awwww,cassiechan,2117,00:08
3255,"OMG, she's sooo cute! 😍",honeylove,2117,00:02
3256,❤️,littlejojo,2117,00:03
3259,Cute little girl!,sofiaberger,2117,00:11
3260,Looks like ur having a good time!,jonsmith88,2118,00:01
3261,👍,yungtung,2118,00:05
3263,Yes. 😋,lukas_m,2119,00:17
3262,Octoberfest?,MoH,2119,00:10
3264,Looks a great trip!,jonsmith88,2120,00:02
3267,😋,BeatDaTrice,2122,00:08
3265,📸,lukas_m,2122,00:05
3266,Nice photo!,robeats,2122,00:06
55303,MAKE $5000 PER WEEK WORKING FROM HOME. FIND OUT MORE!!!! http://www.5z8.info/_v4k326ym_38--start,csmbx1,2135,00:15
3300,That looks delicious! ,chaelson,2143,00:04
3302,that looks AMAZING. now I want ice cream! 🍦,emily_quispe,2144,00:03
3301,"Um, I am definitely jealous. ",katrose,2144,00:02
3303,Where can I get ice cream like that?!,marvelousmia,2144,00:06
3304,No arguments here!,juliag26,2145,00:02
3306,potato chips always have your back,EZpz,2146,00:02
3305,"haha, same",tracybracy,2146,00:01
3308,I haven't had boba in so long! So jealous! ,BeatDaTrice,2147,00:04
3307,YAS. I love boba! 😋,tracybracy,2147,00:02
3310,haha! it does look delicious though.,itstrevor,2149,00:03
3309,I feel so scandalized ,katrose,2149,00:01
3311,Yum. Now I want breakfast,vdoonan,2149,00:04
3312,"Whoa. Are those fruity pebbles, wrapped in cotton candy??",drinksonyou,2150,00:02
3315,Yes! It was so good! Soo sweet,creativEATS,2151,00:06
3314,Is that a burrito made out of ice cream and cotton candy?,sweetcakers,2151,00:03
3313,"Whoa, what is that?!",xin,2151,00:01
3316,That looks too fancy for me. Lol.,donuts4me,2153,00:02
3318,that looks sooo sweet!,angelbao,2154,00:03
3317,Yum! that cupcake looks so good!  ,chaelson,2154,00:01
3319,I bet it smells delicious! ,emily_quispe,2154,00:04
55307,Try to avoid milk products. Go vegan! ,youngcunningham,2154,00:05
3321,"aw, so fun! ",cassiechan,2155,00:04
3320,this picture makes me think of summer time! ,crystaling,2155,00:02
3322,LOL is that just a bowl of whipped cream? 😆,creativEATS,2156,00:03
3323,@creativEATS maybe ,PIEorPI,2156,00:04
3324,the light blue gatorade is definitely my fave,cantbeatme,2157,00:02
3327,What kind of boba tea is that??,crystaling,2158,00:04
3326,"man, everything in this looks delicious!",nathar,2158,00:03
3325,this picture just made me hungry!,veryhungryhanna,2158,00:01
3330,"aww, thank you!!",KamiT,2159,00:06
3328,Such a great photo! 📸,raqueldunn,2159,00:05
3329,What a beautiful picture!  😊,sofiaberger,2159,00:05
3331,LOVE boba!,crystaling,2160,00:04
3332,"Aw, this looks like so much fun!",emily_quispe,2161,00:05
3333,Brunch is my favorite meal 😋,sarahstella,2161,00:06
3334,"oh my gosh, that view! where is this place?!",xin,2161,00:08
3335,"aw, so sweet!",cassiechan,2162,00:04
3336,I agree! I love family dinners! ,katrose,2162,00:05
4504,Wow! ,casssssssssie,2163,00:09
3338,That looks AMAZING. ,drinksonyou,2163,00:08
3339,"haha, thanks! It was amazing!",KamiT,2163,00:11
3337,that is probably the best salad i have ever seen,marvelousmia,2163,00:05
3340,That place looks so cute and festive! 😀,juliag26,2165,00:03
3341,are those churros?! ,PIEorPI,2166,00:04
3342,those look DELICIOUS,tracybracy,2166,00:05
3343,cutee!,honeylove,2167,00:05
3344,this is adorable!,sweetcakers,2167,00:08
3345,All of that looks so delicious (and healthy lol),itstrevor,2168,00:05
3346,Yum!,olivialiu,2169,00:05
3347,@Alexia Kurosaki: yes!! this was such a fun moment! ,KamiT,2170,00:08
3348,looks like this was a fun time!,sayarawring,2170,00:11
3351,"Yeah, where must one go to find ice cream like that?!",dianalovesdesserts,2171,00:13
3350,where is that from?!,kingsaqueen,2171,00:10
3349,so jealous,sweetcakers,2171,00:06
3352,You look so happy! ,honeylove,2172,00:07
3353,"and that dessert looks delicious, too!",itsbracybaby,2172,00:08
3355,"LOL @Dave: No, there's a burger under there",daharms,2173,00:08
3354,I really hope you're not just eating a giant piece of lettuce ,notdave,2173,00:04
3356,That looks so good! Where is that from?,katrose,2174,00:07
3357,Is that a giant chocolate chip cookie?!,chaelson,2175,00:06
3358,OMG I need that 😆,dianalovesdesserts,2175,00:07
3359,@Rachael Anderson: YES! and with ice cream on top! ,emily_quispe,2175,00:14
3362,Girl I wish I could cook like that lol,chaelson,2176,00:11
3363,You look so cute! ,KamiT,2176,00:14
3361,Is that pad thai?! 😀,notdave,2176,00:08
3360,you made that?! I want the recipe!,tracybracy,2176,00:05
3364,love a good summer get together!,donuts4me,2177,00:06
3365,This is so cute! ,sofiaberger,2177,00:07
3366,You look so summery! ,cassiechan,2178,00:01
3367,LOVE the sunglasses 😎😎😎,tracybracy,2178,00:03
3368,I always prefer my drinks with umbrellas in them,notdave,2179,00:06
3369,@Kat Rose Brinley: this was such a fun time!,chaelson,2180,00:05
3371,@Kat Rose Brinley: YAS! ,chaelson,2180,00:11
3370,"@chaelson: Yes, it was! We need to do it again soon!!",katrose,2180,00:08
3373,@Tracy Brands: thank you! ,katrose,2181,00:07
3372,"I mean, your nails look great tho",tracybracy,2181,00:04
3374,"Haha, it looks like you guys are having fun!",chaelson,2182,00:07
3375,Who doesn't love ice cream?!,kingsaqueen,2182,00:14
3377,this looks like so much fun!,daharms,2183,00:11
3376,OMG are you drinking out of little buckets?,katrose,2183,00:08
3378,"haha, poke is so good!",EZpz,2184,00:03
3379,I'll definitely have to try this! 😋,vdoonan,2184,00:06
3381,cute! ,honeylove,2185,00:10
3380,I'm still trying to decide how I feel about broccoli ,littlejojo,2185,00:10
3382,you've inspired me to cook more! ,olivialiu,2185,00:14
3383,yumm! is that a martini?,itstrevor,2187,00:06
3384,Ooh what kind of drink is that?,katrose,2187,00:07
3385,"Aw, what a lovely group! ",emily_quispe,2188,00:07
3386,It looks like you ladies are having fun!,sarahstella,2188,00:07
4505,😊,southerngirlCel,2188,00:15
3387,How fun!,yurisings,2188,00:14
3388,"you're right, I am jealous!",ChriWon,2189,00:08
3389,that looks delish whatever it is!,tracybracy,2189,00:11
3390,"Mmmm, pasta ",drinksonyou,2190,00:05
3392,this looks like such a nice evening!,angelbao,2191,00:06
3391,"Aw, this is so nice!",sofiaberger,2191,00:03
3394,That looks delicious! ,janeross,2192,00:10
3393,"Ugh, pizza is my weakness! 🤷",katrose,2192,00:06
3398,Thanks everyone! ,bluejonie,2193,00:05
3395,"Um, LOVE IT! :)",cassiechan,2193,00:02
3396,that color looks great on you!!,donuts4me,2193,00:04
3397,OMG love it!!,itsbracybaby,2193,00:05
3399,"Aw, this is presh. ",marvelousmia,2194,00:07
3400,Cheers! ,xin,2195,00:05
3401,"How can I ignore that pasta, there's so much of it!",drinksonyou,2196,00:06
3402,That looks SO good. ,emily_quispe,2196,00:10
3403,seriously the most food I've ever seen on one plate. lol. ,KamiT,2196,00:14
3404,This is great. Haha.,chaelson,2198,00:04
3405,@Dave Hanks: This was so much fun! We'll have to all get together and do it again!,katrose,2198,00:07
3406,@katrose: YAS! We definitely need to!,notdave,2198,00:08
3408,What kind of cake is that?! I think I need it,dianalovesdesserts,2199,00:14
3407,"I mean, are you sure? that cake looks pretty sweet. ",katrose,2199,00:10
3409,Love that place! Literally the best chicken tenders.,emily_quispe,2200,00:08
3410,"@emily_quispe: I know, right?!",tracybracy,2200,00:11
3411,"Mmm, that pizza looks so good! ",bluejonie,2201,00:06
3413,I could probably eat that whole thing myself tbh,nathar,2201,00:14
3412,I love thin crust pizza,peytonsnacks,2201,00:07
3414,that burger is huge! ,daharms,2202,00:08
3416,@Victor Doonan: Red Robin! Yumm!,tracybracy,2202,00:14
3415,Where is that?,vdoonan,2202,00:11
3417,ooh what flavors are those?,kingsaqueen,2203,00:11
3418,Now I want ice cream! ,veryhungryhanna,2203,00:14
3420,this seriously made me hungry,marvelousmia,2204,00:11
3419,OMG what is that thing in the middle? It looks amazing whatever it is,pomipomi,2204,00:07
3422,Your outfit is super cute!,alisonwedge,2205,00:07
3423,@alisonwedge: thanks so much!,sayarawring,2205,00:13
3421,"Oh, I love a good burger! 😆",tracybracy,2205,00:06
3425,"@notdave: Haha, very funny!",BeatDaTrice,2206,00:07
3426,This makes me want to go on vacation!,juliag26,2206,00:11
3427,LOVE the hat!,katrose,2206,00:13
3424,I hope you didn't get sand in your sandwich ,notdave,2206,00:06
3428,Ice cream! 👍👍👍👍,julimuli,2207,00:09
3430,"I'm not really sure what's going on here, but it looks like fun!",cantbeatme,2208,00:13
3429,Lol what is that?,itstrevor,2208,00:09
3431,This is what I want them to do when they ask me if I want cheese at Olive Garden. ,drinksonyou,2210,00:10
3432,This is hilarious,PIEorPI,2210,00:12
3493,Uhhh....,casssssssssie,2211,00:09
3434,All of that looks so good tho,shirokuro,2211,00:08
3433,"oh yikes, is that hot sauce?!",sweetcakers,2211,00:03
3437,"I think so, too! ",cassiechan,2212,00:08
3440,You should share your recipe!,chaelson,2212,00:05
3439,making anything good?,kaykay027,2212,00:05
3435,Mmmm pumpkin pie is my favorite!,PIEorPI,2212,00:03
3436,Did you really make those?!,priscilla_lu,2212,00:06
3438,yum! what are you making?,xin,2213,00:04
3441,is that some kind of mac and cheese?,kaykay027,2214,00:04
3442,"whatever that is, it looks delicious",tracybracy,2214,00:05
3443,This just made me very hungry,veryhungryhanna,2214,00:08
3445,I'll have what you're having!,chaelson,2215,00:13
3444,"Ooh, that place looks nice!",katrose,2215,00:11
3446,Cheers! ,raqueldunn,2216,00:05
3448,Fancy ice cream!,hannah-foods,2217,00:04
3449,from now on I will only be eating my ice cream out of fancy glasses ,julimuli,2217,00:07
3447,how cute! 😍,kingsaqueen,2217,00:01
4506,Great photo!,B.Mike,2218,00:08
3451,@Jon Smith: Thanks! ,drinksonyou,2218,00:07
3450,That's such a cool glass! ,jonsmith88,2218,00:05
3454,That looks like it was quite the celebration! Happy birthday!,janeross,2219,00:14
3452,omg she's precious,marvelousmia,2219,00:06
3453,Happy birthday!!,vdoonan,2219,00:10
3456,so true. cheers!,alisonwedge,2220,00:06
3457,I'll drink to that,bluejonie,2220,00:08
3455,Agreed! It's never to early!,notdave,2220,00:05
3458,Looks like fun! 👍,itsbracybaby,2221,00:03
3459,ok... yum.,bradlee,2222,00:03
3461,@Victor Doonan: Yes! Great food with great friends!,drinksonyou,2222,00:13
3460,@Jason Ando: such a fun time! ,vdoonan,2222,00:08
3462,"Ooh, mimosas?!",katrose,2223,00:04
3463,it nearly takes up the whole plate!,angelbao,2225,00:11
3464,but it looks delicious! 👍,veryhungryhanna,2225,00:14
3465,I think that's the biggest piece of cake I have ever seen! LOL,dianalovesdesserts,2226,00:08
3467,"@Kat Rose Brinley: Haha yes, but they were SO good!",chaelson,2227,00:07
3466,@chaelson: Remember when we got donut milkshakes and then felt sick for days?,katrose,2227,00:04
3114,Great photo. Looks like you enjoying yourself. ,raqueldunn,2229,00:01
3115,Yummy 😉,ashiNG,2230,00:05
3116,Nice!,veryhungryhanna,2230,00:06
3117, 😊,veryhungryhanna,2231,00:02
3136, 🤣🤣🤣🤣🤣,sweetcakers,2234,00:02
3470,That's funny!,angelbao,2235,00:08
3470,Haha!!!! Cool pic.,casssssssssie,2235,00:09
3469,That's why I posted it!,james_c,2235,00:05
3468,"Haha, look at me in the mirror! 😂",xin,2235,00:04
3471,YUMMY!,angelbao,2236,00:02
3473,What a cutie.,honeylove,2237,00:08
3476,😅,james_c,2237,00:13
3474,👦🏻 hihi!,katrose,2237,00:10
3475,"Great haircut, dude!",notdave,2237,00:12
3472,So cuuute! 😍😍😍😍,xin,2237,00:05
3478,"You remember? Kinda gross, but yummy at the same time! 😁",james_c,2238,00:03
3477,I have the exact same picture.... wait!,xin,2238,00:02
3479,Of course I do,xin,2238,00:05
3480,😂,james_c,2240,00:02
3481,Nice snapshot. Exact right moment!,drinksonyou,2241,00:10
3485,👏👏👏👏,ededdneddy,2242,00:12
3484,Congratulations!!! Could not imagine doing that!,honeylove,2242,00:08
3483,So proud of you!,james_c,2242,00:07
3482,Congrats!!!! ,jonsmith88,2242,00:05
3486,👍,veryhungryhanna,2242,00:15
3487,Yes they are!,itstrevor,2243,00:10
3488," You happy, I like that! 😍",james_c,2244,00:02
3489,"Yes, you cannot!",james_c,2245,00:07
3490,Guilty....,xin,2245,00:08
3491,Let's go back there!,james_c,2246,00:05
3492,Where was it?,raqueldunn,2246,00:08
3198,"haha, you look so unhappy!",honeylove,2248,00:02
3200,haha! ,honeylove,2248,00:06
3199,I was soooo hungry!,raqueldunn,2248,00:05
158,Don't drink too much coffee!!,john73,108,00:58
159,I miss the bbq I had in Korea!! The ones here in comparison... #notmybbq,ancho-n-cayenne,113,00:01
162,"I see chocolate, I click on it... it's that simple #chocolate4ever",livelaughlove,115,00:12
160,You never take credit of cooking because you never cook hahahaha,ancho-n-cayenne,122,00:13
161,not a big fan of bagels but I kinda want to try the ones you made!,ancho-n-cayenne,129,00:22
163,Awww happy birthday to your mom!! Say hi for me,livelaughlove,137,00:12
164,Is it easy to make? I kinda wanna try it dunno if I am able to lol,livelaughlove,148,00:10
139,Need some seafood tonight,BeardedMatt,156,00:12
140,"Oh I hate you already, seafoooood here I come!",BeardedMatt,157,00:07
174,Have you guys tried a lobser taco?,MedicalRyan,157,00:44
141,More waffles!,PatelS,158,00:33
142,Love asparagus. #AsparagusInTaco,MedicalRyan,159,00:01
143,"Never, coffee everyday, cof-cof-cof-coffee everyday, duh!",this_jack,160,00:02
144,Oops... be careful.,this_jack,161,00:05
145,I could chow it all down.,this_jack,162,00:21
146,"We should be friends, pumpkin spice and coffee are my fav.",DonDonDonna,163,00:01
168,I kinda just ate but now I want more... darn it,MannyDL34,163,00:02
147,Dude!!! My mom loves that too... We should have them meet sometime lol,SnakeCharmer,18,00:02
3268,Where is this?,alisonwedge,2123,00:02
3269,I bet it is Italy or something like that!,mommamarta,2123,00:06
3270,Nice hat. 👍,BeatDaTrice,2124,00:07
3271,Thank you. 😊,littlejojo,2124,00:08
3272,I want sushi too!!! 😫,shirokuro,2125,00:06
3274,📸,cassiechan,2127,00:08
3273,Your apartment looks really nice. I want a balcony like that.,raqueldunn,2127,00:07
3276,😊😘,littlejojo,2128,00:05
3275,You look beautiful nonethelss,lukas_m,2128,00:02
3277,Netflix & Chill 😂,itstrevor,2131,00:10
3278,Nice!,KamiT,2131,00:10
3279,Living the life! hah,xin,2131,00:14
3280,👀,bradlee,2133,00:02
3282,😂,nathar,2133,00:12
3281,👏 :DDDD,yurisings,2133,00:10
3283,funny,yurisings,2134,00:10
3284,"Yummy, pasta!",littlejojo,2138,00:05
3286,😋,shirokuro,2138,00:10
3285,Italian food is my favorite!,veryhungryhanna,2138,00:02
3287,Looks yummy,chaelson,2139,00:01
3288,Cutie!,itstrevor,2139,00:09
3290,"haha, thanks",itsbracybaby,2140,00:04
3289,"haha, great photo!",sayarawring,2140,00:02
3291,Nice photo - the background is great.,drinksonyou,2141,00:05
3293,So tropical! ,honeylove,2141,00:06
3295,"thanks, everyone!  😊",itsbracybaby,2141,00:10
3292,📸,jonsmith88,2141,00:05
3294,OMG love the pineapple!,sarahstella,2141,00:08
3297,I've always wanted to try rolled ice cream! It looks so good!,sweetcakers,2142,00:04
3296,this is adorable,tracybracy,2142,00:02
3298,So fancy!,cassiechan,2143,00:03
4507,Where is the food??? haha,casssssssssie,2248,00:08
148,omg THIS LOOKS LIT,SnakeCharmer,28,00:50
149,There's a nice thai food near my home! we should go there together,SnakeCharmer,29,00:18
150,ew your mention of hair makes it look less nice lolll jk!,SnakeCharmer,35,00:01
151,looks nice for first try!,SnakeCharmer,41,00:12
152,Lesson learned ;),SnakeCharmer,60,00:15
153,The ribs look DELICISOUS! now i must get some as well...,john73,68,00:02
154,"I guess no matter how old we are, we all still have a sweet tooth!",john73,76,00:15
155,I'm sure we can put more meat in there 😉 😅,john73,77,00:21
165,I was questioning my life until I see this #lifeisgood,NoahM1121,83,00:17
156,...and still good in the stomach!,john73,84,00:02
157,*burger,john73,95,00:17
167,^^,MannyDL34,95,00:20
166,ANOTHER ICE CREAM!! 😅,NoahM1121,96,00:20
